Name, Surname, Email, Gender, Phone, RollNo, Department, Internships, Skills, Skill Score, Aggregate Pointer, No of KT's, Domain, Performance
Anik, Jha, AnikJha8957@mail.com, Male, 8138156777, 15it27, it, 3, ['python'], 10, 6.15, 2, dot net developer, high
Amara, Laghari, AmaraLaghari2983@gmail.com, Female, 9338278108, 17ex02, extc, 3, ['excell' |  'web scrapping' |  'excell' |  'linux' |  'c'], 18, 8.1, 1, web developer, extreme low
Gazala, Anand, GazalaAnand8795@mail.com, Female, 9782466766, 13it29, it, 0, ['web development' |  'excell'], 2, 7.01, 4, ios developer, high
Adhira, Dhar, AdhiraDhar8639@gmail.com, Female, 8648878199, 15ex18, extc, 2, ['microsoft word' |  'python' |  'linux' |  'microsoft word'], 15, 5.79, 3, android developer, extreme low
Reyansh, Gandhi, ReyanshGandhi8421@gmail.com, Male, 8467496517, 13ex29, extc, 3, ['web scrapping' |  'excell' |  'web scrapping' |  'web scrapping' |  'machine learning'], 32, 8.61, 4, machine learning, medium
Atharv, Khanna, AtharvKhanna8670@gmail.com, Male, 9591648243, 18ex15, extc, 1, ['microsoft word' |  'web development' |  'c' |  'machine learning' |  'ruby' |  'microsoft word'], 23, 5.61, 2, machine learning, moderate high
Jenya, Agarwal, JenyaAgarwal8022@mail.com, Female, 8459191515, 17ex17, extc, 2, ['python' |  'java' |  'python'], 25, 4.01, 2, ios developer, moderate high
Manish, Laghari, ManishLaghari8389@hotmail.com, Male, 8741585742, 18it06, it, 2, ['java' |  'linux' |  'excell'], 10, 5.06, 2, android developer, moderate high
Aesha, Gokhale, AeshaGokhale4945@mail.com, Female, 8613659524, 17co34, computer, 3, ['machine learning' |  'machine learning' |  'java'], 23, 6.9, 5, machine learning, extreme high
Omala, Dhar, OmalaDhar7316@mail.com, Female, 9566959021, 17it14, it, 1, ['excell' |  'web development'], 2, 7.94, 3, machine learning, high
Akshay, Laghari, AkshayLaghari8080@redmail.com, Male, 8898170008, 16co51, computer, 1, ['linux' |  'c' |  'excell'], 9, 8.67, 5, ethical hacking, low
Madhavaditya, Reddy, MadhavadityaReddy7344@hotmail.com, Male, 8928341249, 14co53, computer, 1, ['ruby' |  'ruby' |  'linux' |  'excell' |  'machine learning' |  'c'], 34, 6.63, 4, dot net developer, medium
Aahna, Gokhale, AahnaGokhale8235@redmail.com, Female, 8386326053, 19it40, it, 2, ['microsoft word'], 1, 6.64, 0, ios developer, moderate low
Raahithya, Kaur, RaahithyaKaur5595@redmail.com, Male, 9360356243, 18it01, it, 4, ['python' |  'web scrapping' |  'c'], 21, 9.01, 1, web developer, medium
Manish, Gupta, ManishGupta2072@spicemail.com, Male, 8608195540, 14it13, it, 1, ['web scrapping' |  'excell' |  'machine learning' |  'python' |  'c'], 32, 7.79, 2, machine learning, high
Kabir, Jain, KabirJain2451@spicemail.com, Male, 8616586353, 14co42, computer, 1, ['web development' |  'java' |  'linux' |  'excell' |  'web development' |  'python'], 20, 7.07, 0, ios developer, extreme high
Hanima, Jain, HanimaJain3815@hotmail.com, Female, 9239588030, 14co15, computer, 1, ['web development' |  'excell' |  'web scrapping' |  'linux' |  'web development'], 12, 4.22, 1, machine learning, extreme high
Rhea, Jha, RheaJha3958@spicemail.com, Female, 8546392537, 13it19, it, 2, ['python' |  'microsoft word' |  'web development' |  'microsoft word'], 12, 6.71, 0, web developer, low
Dulari, Gandhi, DulariGandhi9044@hotmail.com, Female, 8406473307, 16ex46, extc, 0, ['linux'], 3, 4.69, 2, machine learning, extreme high
Adhira, Jain, AdhiraJain4292@hotmail.com, Female, 9365629438, 14co17, computer, 2, ['ruby' |  'c' |  'c'], 16, 4.51, 5, dot net developer, moderate low
Mythri, Iyer, MythriIyer7170@hotmail.com, Female, 9444630795, 15it07, it, 1, ['web scrapping'], 7, 6.52, 4, machine learning, medium
Jenya, Bakshi, JenyaBakshi5772@redmail.com, Female, 9251872369, 14ex17, extc, 2, ['c'], 4, 6.26, 3, web developer, medium
Kabir, Patel, KabirPatel1477@spicemail.com, Male, 8187948016, 15it15, it, 3, ['machine learning' |  'java' |  'excell' |  'web scrapping' |  'linux' |  'web scrapping'], 33, 4.32, 3, ethical hacking, extreme low
Hanima, Khatri, HanimaKhatri9879@redmail.com, Female, 9552451928, 18co37, computer, 0, ['linux' |  'microsoft word' |  'web development' |  'python' |  'excell'], 16, 6.4, 1, ethical hacking, high
Chahna, Iyer, ChahnaIyer9488@spicemail.com, Female, 8152740632, 17it15, it, 3, ['web scrapping'], 7, 8.26, 4, machine learning, moderate high
Pooja, Arya, PoojaArya7077@mail.com, Female, 8726249237, 18it48, it, 0, ['microsoft word' |  'microsoft word' |  'web scrapping'], 9, 8.48, 4, machine learning, low
Arnav, Kapadia, ArnavKapadia5377@redmail.com, Male, 8933812696, 17ex32, extc, 1, ['python' |  'machine learning' |  'c'], 23, 9.28, 4, dot net developer, moderate low
Amara, Dhar, AmaraDhar6517@redmail.com, Female, 8436146501, 14it18, it, 0, ['microsoft word' |  'python' |  'machine learning' |  'linux'], 23, 8.75, 0, dot net developer, extreme low
Esha, Gupta, EshaGupta5117@redmail.com, Female, 9707424398, 16ex03, extc, 2, ['web development' |  'machine learning'], 9, 8.46, 4, android developer, moderate low
Vihaan, Khanna, VihaanKhanna8973@hotmail.com, Male, 9994763704, 17it21, it, 2, ['linux' |  'linux' |  'linux' |  'c' |  'java'], 18, 9.32, 3, web developer, extreme high
Om, Gokhale, OmGokhale7125@hotmail.com, Male, 8533067105, 18it47, it, 2, ['python'], 10, 8.64, 2, android developer, extreme low
Aditya, Kaur, AdityaKaur1469@spicemail.com, Male, 8618032214, 13ex55, extc, 4, ['excell'], 2, 6.86, 5, ios developer, extreme high
Ishita, Jha, IshitaJha6248@spicemail.com, Female, 9905715518, 19it22, it, 2, ['web development'], 0, 5.65, 3, web developer, high
Muhammad, Gandhi, MuhammadGandhi4465@hotmail.com, Male, 8449295881, 18it31, it, 3, ['python' |  'python'], 20, 6.57, 1, machine learning, moderate low
Akshay, Kapadia, AkshayKapadia2946@hotmail.com, Male, 8554803316, 14it48, it, 3, ['java' |  'web scrapping' |  'excell' |  'python'], 24, 7.49, 4, dot net developer, extreme low
Shaurya, Bakshi, ShauryaBakshi9246@hotmail.com, Male, 9489589162, 17ex59, extc, 1, ['c' |  'web scrapping'], 11, 8.72, 3, ios developer, extreme high
Atharv, Anand, AtharvAnand3527@hotmail.com, Male, 8227313619, 15co28, computer, 1, ['c' |  'web scrapping' |  'web scrapping' |  'linux' |  'web scrapping'], 28, 8.11, 0, dot net developer, extreme high
Vivaan, Grover, VivaanGrover6869@redmail.com, Male, 8608202982, 17it07, it, 1, ['linux'], 3, 6.08, 2, ethical hacking, medium
Laasya, Anthony, LaasyaAnthony4632@gmail.com, Female, 9433960719, 18it55, it, 4, ['microsoft word' |  'machine learning' |  'python'], 20, 9.62, 4, android developer, moderate high
Mahika, Bakshi, MahikaBakshi9186@hotmail.com, Female, 8595483528, 15ex27, extc, 2, ['python' |  'c' |  'web development'], 14, 9.23, 3, dot net developer, high
Aarav, Patel, AaravPatel5396@mail.com, Male, 9262001540, 14it18, it, 3, ['python' |  'microsoft word' |  'web development' |  'web scrapping' |  'machine learning' |  'web development'], 27, 6.52, 5, dot net developer, medium
Ajay, Joshi, AjayJoshi5871@hotmail.com, Male, 9771021320, 16co58, computer, 3, ['web scrapping' |  'ruby' |  'linux' |  'web scrapping'], 25, 6.3, 4, android developer, moderate high
Ishita, Khanna, IshitaKhanna5679@redmail.com, Female, 9859269009, 17ex13, extc, 0, ['java' |  'java' |  'microsoft word' |  'python' |  'linux' |  'c'], 28, 7.19, 0, android developer, low
Arjun, Gandhi, ArjunGandhi4494@redmail.com, Male, 8161911702, 19co16, computer, 1, ['web scrapping' |  'web scrapping' |  'machine learning'], 23, 7.24, 0, ios developer, moderate low
Falguni, Patel, FalguniPatel7482@gmail.com, Female, 9912522596, 16co54, computer, 1, ['ruby' |  'web scrapping'], 15, 7.46, 1, android developer, extreme high
Kaia, Joshi, KaiaJoshi6996@redmail.com, Female, 8555445010, 13co04, computer, 4, ['web scrapping' |  'web development'], 7, 4.66, 3, android developer, medium
Reyansh, Kapadia, ReyanshKapadia7631@redmail.com, Male, 8198827821, 19co17, computer, 1, ['java' |  'ruby' |  'microsoft word' |  'excell' |  'web development' |  'linux'], 19, 5.48, 5, machine learning, extreme high
Rudra, Gokhale, RudraGokhale1988@mail.com, Male, 8958833783, 17ex16, extc, 2, ['machine learning' |  'web scrapping' |  'ruby' |  'python' |  'c' |  'excell'], 40, 9.86, 2, web developer, low
Rhea, Dhar, RheaDhar9272@spicemail.com, Female, 9600214794, 15ex12, extc, 0, ['web development' |  'java' |  'java'], 10, 4.73, 3, android developer, medium
Raahithya, Anthony, RaahithyaAnthony8323@mail.com, Male, 8531634577, 18co52, computer, 4, ['python'], 10, 7.88, 0, android developer, high
Gazala, Jain, GazalaJain8777@redmail.com, Female, 8328691851, 16it36, it, 3, ['web scrapping' |  'linux' |  'web development'], 10, 6.1, 2, machine learning, extreme low
Dhruv, Iyer, DhruvIyer6295@hotmail.com, Male, 8785103220, 13ex15, extc, 2, ['python' |  'excell' |  'java' |  'web development' |  'linux' |  'python'], 30, 7.07, 0, dot net developer, medium
Muhammad, Laghari, MuhammadLaghari3777@redmail.com, Male, 9524881048, 18ex04, extc, 2, ['java' |  'microsoft word' |  'microsoft word'], 7, 8.74, 0, ios developer, moderate low
Aditya, Arya, AdityaArya2434@mail.com, Male, 9433904391, 18ex57, extc, 3, ['machine learning'], 9, 5.73, 0, dot net developer, extreme high
Akshay, Anand, AkshayAnand7016@redmail.com, Male, 8859273425, 17it53, it, 4, ['linux' |  'linux' |  'microsoft word' |  'c'], 11, 7.38, 5, dot net developer, extreme low
Arjun, Kashyap, ArjunKashyap3416@redmail.com, Male, 8726747921, 14co19, computer, 0, ['web scrapping'], 7, 6.87, 3, web developer, moderate low
Adhira, Dhar, AdhiraDhar5653@hotmail.com, Female, 9122281803, 18it13, it, 3, ['c' |  'excell'], 6, 5.86, 3, android developer, low
Laranya, Joshi, LaranyaJoshi9126@gmail.com, Female, 9975385616, 19it14, it, 4, ['excell'], 2, 8.22, 3, web developer, extreme high
Aesha, Agarwal, AeshaAgarwal8821@redmail.com, Female, 8581957825, 14ex21, extc, 2, ['web development' |  'ruby' |  'web development' |  'java'], 13, 9.82, 1, ethical hacking, medium
Naina, Gandhi, NainaGandhi7545@redmail.com, Female, 8785762160, 19ex50, extc, 3, ['web scrapping' |  'linux'], 10, 6.95, 3, web developer, low
Chahna, Jha, ChahnaJha2577@mail.com, Female, 8425016473, 15it14, it, 0, ['ruby' |  'ruby' |  'c' |  'machine learning'], 29, 9.86, 4, web developer, moderate low
Falguni, Grover, FalguniGrover7192@spicemail.com, Female, 9422430917, 13co60, computer, 2, ['machine learning' |  'web scrapping' |  'linux' |  'ruby' |  'excell'], 29, 5.41, 0, ios developer, low
Roshni, Ghosh, RoshniGhosh3675@redmail.com, Female, 8379513906, 13ex08, extc, 3, ['web development' |  'machine learning'], 9, 8.02, 1, web developer, extreme high
Mangala, Kapadia, MangalaKapadia2015@gmail.com, Female, 8871353535, 13co16, computer, 0, ['excell' |  'linux'], 5, 6.77, 4, ios developer, extreme low
Ishita, Malhotra, IshitaMalhotra1873@redmail.com, Female, 9526143763, 17ex27, extc, 3, ['ruby'], 8, 5.26, 2, ios developer, extreme high
Reyansh, Ganguly, ReyanshGanguly1320@spicemail.com, Male, 8452288780, 19co05, computer, 3, ['microsoft word' |  'microsoft word' |  'machine learning' |  'c' |  'web scrapping'], 22, 7.93, 3, machine learning, extreme low
Falguni, Ganguly, FalguniGanguly9889@gmail.com, Female, 9381546537, 15co37, computer, 4, ['excell' |  'machine learning' |  'ruby' |  'c' |  'microsoft word' |  'microsoft word'], 25, 5.53, 0, ethical hacking, moderate high
Aesha, Anand, AeshaAnand8539@hotmail.com, Female, 8162603888, 13co43, computer, 2, ['web scrapping' |  'java' |  'linux' |  'web scrapping' |  'microsoft word' |  'web development'], 23, 6.55, 4, web developer, moderate high
Kabir, Kaur, KabirKaur6897@spicemail.com, Male, 9480476120, 16ex56, extc, 2, ['linux' |  'web scrapping' |  'ruby' |  'c'], 22, 9.76, 4, web developer, low
Dulari, Jha, DulariJha7023@gmail.com, Female, 9364075593, 15it33, it, 1, ['excell' |  'web scrapping' |  'microsoft word'], 10, 9.86, 0, web developer, moderate high
Ishaan, Kapadia, IshaanKapadia4480@gmail.com, Male, 9670165733, 19co20, computer, 2, ['machine learning' |  'linux'], 12, 9.97, 3, machine learning, medium
Zaina, Agarwal, ZainaAgarwal2938@redmail.com, Female, 8590934559, 19it40, it, 1, ['python' |  'machine learning' |  'machine learning' |  'c' |  'excell' |  'web scrapping'], 41, 7.49, 5, dot net developer, low
Dulari, Laghari, DulariLaghari3681@hotmail.com, Female, 8444572411, 14co43, computer, 2, ['microsoft word' |  'machine learning' |  'python' |  'excell' |  'python'], 32, 4.78, 0, web developer, medium
Rudra, Arya, RudraArya1455@redmail.com, Male, 8407514768, 16it33, it, 1, ['java' |  'java' |  'c' |  'python' |  'machine learning' |  'python'], 43, 4.92, 0, dot net developer, moderate high
Kabir, Agarwal, KabirAgarwal3374@spicemail.com, Male, 8173064638, 13co47, computer, 0, ['c'], 4, 4.95, 2, ethical hacking, moderate high
Krishna, Jain, KrishnaJain5124@redmail.com, Male, 9827957488, 13ex16, extc, 1, ['web scrapping' |  'ruby' |  'c'], 19, 5.84, 1, ethical hacking, extreme low
Mythri, Gupta, MythriGupta3844@spicemail.com, Female, 9721147682, 19it25, it, 1, ['c'], 4, 8.83, 1, machine learning, moderate low
Adhira, Anthony, AdhiraAnthony1121@hotmail.com, Female, 8183717370, 13it41, it, 4, ['machine learning' |  'linux' |  'microsoft word' |  'web scrapping' |  'ruby'], 28, 9.96, 1, web developer, extreme high
Damini, Ahuja, DaminiAhuja1118@spicemail.com, Female, 8885364441, 16it04, it, 4, ['python'], 10, 5.45, 0, android developer, moderate high
Muhammad, Gandhi, MuhammadGandhi5849@redmail.com, Male, 8926517732, 13ex37, extc, 4, ['microsoft word' |  'web development' |  'ruby' |  'machine learning' |  'python' |  'web development'], 28, 4.17, 3, ios developer, extreme low
Mythri, Iyer, MythriIyer2049@hotmail.com, Female, 8732791259, 14co46, computer, 2, ['web development'], 0, 5.54, 3, android developer, low
Sai, Jain, SaiJain6491@spicemail.com, Male, 8854087604, 13it56, it, 2, ['web development' |  'web development' |  'linux' |  'c' |  'c'], 11, 5.47, 2, web developer, high
Zaina, Agarwal, ZainaAgarwal1366@mail.com, Female, 8932469808, 17it48, it, 0, ['microsoft word' |  'c' |  'java' |  'linux' |  'c' |  'java'], 22, 6.75, 2, ios developer, extreme low
Vihaan, Jha, VihaanJha1310@gmail.com, Male, 9554030142, 16it59, it, 1, ['machine learning' |  'c' |  'python' |  'excell' |  'python'], 35, 8.43, 3, dot net developer, moderate high
Chahna, Malhotra, ChahnaMalhotra4328@mail.com, Female, 9664436227, 17ex41, extc, 3, ['java'], 5, 9.42, 1, ios developer, extreme low
Hanima, Ghosh, HanimaGhosh1641@spicemail.com, Female, 8385249915, 17ex07, extc, 2, ['web development' |  'linux' |  'ruby' |  'microsoft word'], 12, 9.22, 4, dot net developer, low
Dulari, Ganguly, DulariGanguly9770@mail.com, Female, 9409989241, 13it17, it, 4, ['linux' |  'web development' |  'microsoft word'], 4, 5.9, 1, ethical hacking, moderate low
Amara, Agarwal, AmaraAgarwal2846@redmail.com, Female, 9235864372, 18ex38, extc, 0, ['linux' |  'linux' |  'web scrapping'], 13, 4.61, 4, android developer, moderate low
Manish, Iyer, ManishIyer7839@hotmail.com, Male, 8848802886, 16it47, it, 4, ['linux' |  'web development' |  'excell' |  'linux' |  'web development'], 8, 9.6, 5, android developer, extreme high
Rhea, Ahuja, RheaAhuja8961@spicemail.com, Female, 8131384600, 16co53, computer, 1, ['excell' |  'web scrapping'], 9, 9.82, 5, machine learning, extreme low
Gazala, Ganguly, GazalaGanguly6886@spicemail.com, Female, 8818099610, 18it38, it, 4, ['machine learning' |  'microsoft word' |  'c' |  'machine learning' |  'c' |  'microsoft word'], 28, 5.19, 2, web developer, moderate low
Kabir, Ganguly, KabirGanguly6411@hotmail.com, Male, 8704758257, 15co17, computer, 0, ['excell' |  'machine learning' |  'microsoft word' |  'python' |  'excell' |  'java'], 29, 6.85, 3, ethical hacking, high
Chetan, Grover, ChetanGrover8079@spicemail.com, Male, 8326225250, 17co45, computer, 2, ['ruby'], 8, 4.36, 3, web developer, moderate low
Arjun, Anand, ArjunAnand9892@spicemail.com, Male, 9521895787, 16it44, it, 2, ['c' |  'web scrapping' |  'excell' |  'ruby'], 21, 4.23, 5, web developer, moderate low
Reyansh, Laghari, ReyanshLaghari3353@hotmail.com, Male, 8452378376, 16it03, it, 3, ['ruby' |  'web development' |  'linux'], 11, 7.62, 4, web developer, low
Gazala, Malhotra, GazalaMalhotra3843@redmail.com, Female, 9954260352, 16ex16, extc, 0, ['machine learning'], 9, 6.71, 2, android developer, low
Sai, Anand, SaiAnand8865@spicemail.com, Male, 9900061932, 19it54, it, 1, ['web development' |  'microsoft word' |  'web scrapping'], 8, 5.32, 1, ethical hacking, low
Hanima, Joshi, HanimaJoshi4729@hotmail.com, Female, 9374229577, 13it01, it, 4, ['web development'], 0, 6.37, 0, web developer, extreme high
Jenya, Ganguly, JenyaGanguly9855@hotmail.com, Female, 8812829925, 16it36, it, 0, ['microsoft word'], 1, 4.25, 0, ethical hacking, extreme low
Aarav, Khanna, AaravKhanna9187@mail.com, Male, 9979571288, 14it19, it, 2, ['excell' |  'excell'], 4, 9.42, 2, android developer, moderate low
Rudra, Bakshi, RudraBakshi2045@mail.com, Male, 8392472637, 17ex25, extc, 4, ['python' |  'microsoft word' |  'ruby' |  'java'], 24, 8.39, 0, dot net developer, moderate low
Madhavaditya, Gokhale, MadhavadityaGokhale1110@mail.com, Male, 8423375922, 16ex04, extc, 3, ['web development' |  'python' |  'machine learning' |  'c' |  'web scrapping'], 30, 8.48, 4, android developer, high
Jenya, Mangal, JenyaMangal9712@hotmail.com, Female, 8345005617, 14co58, computer, 0, ['ruby'], 8, 7.36, 1, ios developer, high
Atharv, Ghosh, AtharvGhosh2246@redmail.com, Male, 9874517397, 14co30, computer, 4, ['java' |  'web development' |  'java' |  'linux'], 13, 7.3, 1, ios developer, extreme high
Anik, Kapadia, AnikKapadia1136@gmail.com, Male, 9572276007, 17co07, computer, 2, ['linux' |  'microsoft word' |  'microsoft word'], 5, 8.89, 4, web developer, medium
Vilina, Joshi, VilinaJoshi7244@gmail.com, Female, 8930762705, 17it07, it, 4, ['java' |  'ruby' |  'linux' |  'microsoft word'], 17, 4.91, 5, ios developer, low
Dhruv, Dhar, DhruvDhar1924@hotmail.com, Male, 9454741193, 13co60, computer, 4, ['microsoft word' |  'python'], 11, 8.67, 0, web developer, high
Chetan, Malhotra, ChetanMalhotra1247@mail.com, Male, 9541783105, 16co43, computer, 4, ['microsoft word' |  'ruby' |  'machine learning' |  'excell'], 20, 7.86, 5, dot net developer, high
Manoj, Chopra, ManojChopra3391@redmail.com, Male, 9368358344, 17co11, computer, 3, ['java'], 5, 4.19, 2, dot net developer, extreme high
Zahira, Anand, ZahiraAnand3447@mail.com, Female, 9131450119, 18co36, computer, 1, ['python' |  'web scrapping' |  'excell' |  'machine learning' |  'java'], 33, 7.16, 4, ios developer, extreme low
Krishna, Ahuja, KrishnaAhuja8492@redmail.com, Male, 9872655975, 19co59, computer, 4, ['ruby'], 8, 8.17, 4, dot net developer, extreme high
